0,1,2,3,4,5,6,7,8,9,10,11
"{'image': 'F_1_M04_OC_L23_P+_231123_1.tif', 'label': 1, 'volume': 31220.0, 'centroid': (1.9828635490070468, 201.54516335682254, 198.1027866752082), 'extent': 0.28266695639576994, 'axis_major': 124.94228677840216, 'bbox': (0, 145, 137, 8, 263, 254)}","{'image': 'F_1_M04_OC_L23_P+_231123_1.tif', 'label': 2, 'volume': 45.0, 'centroid': (8.0, 156.7111111111111, 404.7111111111111), 'extent': 0.6818181818181818, 'axis_major': 13.592350334498656, 'bbox': (8, 151, 402, 9, 162, 408)}","{'image': 'F_1_M04_OC_L23_P+_231123_1.tif', 'label': 3, 'volume': 75856.0, 'centroid': (13.389487977219996, 201.5129060324826, 202.37177019616115), 'extent': 0.4491577108683424, 'axis_major': 128.25977876679562, 'bbox': (9, 132, 139, 18, 271, 274)}",,,,,,,,,
"{'image': 'B_3_M04_OC_L4_P+_131123_1.tif', 'label': 1, 'volume': 103987.0, 'centroid': (11.030686528123708, 210.93675170934827, 200.7511131199092), 'extent': 0.20922264071981586, 'axis_major': 141.75761608016882, 'bbox': (0, 131, 109, 18, 287, 286)}",,,,,,,,,,,
"{'image': 'B_1_M04_OC_DGM_P+_021123_1.tif', 'label': 1, 'volume': 225163.0, 'centroid': (14.058593108103906, 170.9650342196542, 218.88030893175167), 'extent': 0.21578415738348425, 'axis_major': 178.53355908700073, 'bbox': (3, 39, 128, 26, 251, 342)}","{'image': 'B_1_M04_OC_DGM_P+_021123_1.tif', 'label': 2, 'volume': 689.0, 'centroid': (26.0, 398.8243831640058, 264.6008708272859), 'extent': 0.45689655172413796, 'axis_major': 51.08634391190727, 'bbox': (26, 379, 241, 27, 408, 293)}","{'image': 'B_1_M04_OC_DGM_P+_021123_1.tif', 'label': 3, 'volume': 1652.0, 'centroid': (27.559322033898304, 396.34927360774816, 137.4049636803874), 'extent': 0.5398692810457516, 'axis_major': 48.209626594929325, 'bbox': (27, 378, 109, 29, 408, 160)}","{'image': 'B_1_M04_OC_DGM_P+_021123_1.tif', 'label': 4, 'volume': 13267.0, 'centroid': (30.64837566895304, 181.70596216175474, 211.22265772216778), 'extent': 0.42359514687100897, 'axis_major': 89.96153129875894, 'bbox': (29, 140, 176, 33, 227, 266)}",,,,,,,,
"{'image': 'D_3_M04_OC_DGG_P+_221123_1.tif', 'label': 1, 'volume': 719036.0, 'centroid': (10.615478223621627, 202.53756835540918, 216.4780191812371), 'extent': 0.31801680672268906, 'axis_major': 293.54280292900455, 'bbox': (0, 21, 90, 25, 361, 356)}",,,,,,,,,,,
"{'image': 'B_2_M04_OC_DGG_P+_031123_1.tif', 'label': 1, 'volume': 384085.0, 'centroid': (4.581439004387049, 206.99499329575485, 230.90800473853443), 'extent': 0.3823110766045549, 'axis_major': 259.7715299490115, 'bbox': (0, 57, 102, 12, 337, 401)}","{'image': 'B_2_M04_OC_DGG_P+_031123_1.tif', 'label': 2, 'volume': 231092.0, 'centroid': (19.50164869402662, 212.52521939314212, 227.98412320634208), 'extent': 0.3152317736254682, 'axis_major': 238.76165186377924, 'bbox': (15, 41, 103, 24, 334, 381)}",,,,,,,,,,
"{'image': 'F_1_M04_OC_L23_P+_231123_2.tif', 'label': 1, 'volume': 112348.0, 'centroid': (10.708735357994803, 214.9499234521309, 208.6102645351942), 'extent': 0.20836478488989946, 'axis_major': 144.27873576805402, 'bbox': (0, 138, 128, 17, 299, 325)}","{'image': 'F_1_M04_OC_L23_P+_231123_2.tif', 'label': 2, 'volume': 130.0, 'centroid': (6.0, 326.7692307692308, 287.0846153846154), 'extent': 0.47794117647058826, 'axis_major': 16.674784352171898, 'bbox': (6, 320, 280, 7, 337, 296)}",,,,,,,,,,
"{'image': 'F_2_M04_OC_DGM_P+_231123_1.tif', 'label': 1, 'volume': 23611.0, 'centroid': (2.1442124433526746, 179.99834822752106, 227.4173901994833), 'extent': 0.1814221170395869, 'axis_major': 202.2873786174169, 'bbox': (0, 109, 176, 7, 275, 288)}","{'image': 'F_2_M04_OC_DGM_P+_231123_1.tif', 'label': 2, 'volume': 86174.0, 'centroid': (12.635249611251654, 202.3158957458166, 215.1981224035092), 'extent': 0.44140184809556005, 'axis_major': 184.85898740779578, 'bbox': (8, 98, 159, 17, 285, 275)}",,,,,,,,,,
"{'image': 'B_4_M04_OC_DGM_P+_131123_1.tif', 'label': 1, 'volume': 1310346.0, 'centroid': (13.72545419301467, 211.7676178658156, 171.8512576067695), 'extent': 0.35527195529635686, 'axis_major': 328.79131173070436, 'bbox': (0, 48, 0, 30, 369, 383)}",,,,,,,,,,,
"{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 1, 'volume': 951.0, 'centroid': (1.159831756046267, 74.86750788643533, 29.3459516298633), 'extent': 0.3178475935828877, 'axis_major': 40.84031055890826, 'bbox': (0, 63, 13, 4, 85, 47)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 2, 'volume': 576.0, 'centroid': (0.0, 207.04861111111111, 145.36979166666666), 'extent': 0.582995951417004, 'axis_major': 42.073925191888016, 'bbox': (0, 195, 124, 1, 221, 162)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 3, 'volume': 64.0, 'centroid': (4.0, 66.71875, 55.625), 'extent': 0.64, 'axis_major': 10.646577656681536, 'bbox': (4, 62, 51, 5, 72, 61)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 4, 'volume': 3994.0, 'centroid': (9.918878317476214, 26.547571357035554, 42.98748122183275), 'extent': 0.18113378684807258, 'axis_major': 59.18325910825067, 'bbox': (5, 8, 19, 15, 53, 68)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 5, 'volume': 592.0, 'centroid': (11.0, 206.48648648648648, 145.4358108108108), 'extent': 0.6577777777777778, 'axis_major': 41.61635852365668, 'bbox': (11, 195, 126, 12, 220, 162)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 6, 'volume': 1124.0, 'centroid': (17.094306049822062, 27.373665480427047, 91.05160142348754), 'extent': 0.3345238095238095, 'axis_major': 29.88601316058776, 'bbox': (15, 15, 73, 20, 36, 105)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 7, 'volume': 563.0, 'centroid': (20.0, 206.80461811722913, 148.2753108348135), 'extent': 0.7181122448979592, 'axis_major': 34.39365826892127, 'bbox': (20, 193, 134, 21, 221, 162)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 8, 'volume': 1397.0, 'centroid': (21.28990694345025, 188.70866141732284, 115.24051539012169), 'extent': 0.2545553935860058, 'axis_major': 53.18101426751016, 'bbox': (21, 172, 94, 23, 221, 150)}","{'image': 'F_1_M04_OC_L1_P+_231123_1.tif', 'label': 9, 'volume': 2865.0, 'centroid': (25.5413612565445, 95.65479930191972, 26.058289703315882), 'extent': 0.23580246913580247, 'axis_major': 50.163834991205775, 'bbox': (23, 73, 6, 28, 118, 60)}",,,
"{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 1, 'volume': 43465.0, 'centroid': (1.4562981709421374, 229.22450247325435, 202.18028298631083), 'extent': 0.09551403758592197, 'axis_major': 367.71799714944683, 'bbox': (0, 93, 79, 6, 376, 347)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 2, 'volume': 11690.0, 'centroid': (8.517365269461077, 286.53028229255773, 55.14721984602224), 'extent': 0.17450365726227796, 'axis_major': 87.72182856087039, 'bbox': (6, 237, 12, 13, 324, 122)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 3, 'volume': 425.0, 'centroid': (11.0, 217.46117647058824, 204.12941176470588), 'extent': 0.6054131054131054, 'axis_major': 30.675713718035517, 'bbox': (11, 205, 192, 12, 231, 219)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 4, 'volume': 2499.0, 'centroid': (14.303721488595437, 103.18567426970789, 159.79751900760303), 'extent': 0.17734724292101342, 'axis_major': 73.89403513481845, 'bbox': (13, 72, 126, 16, 133, 203)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 5, 'volume': 4181.0, 'centroid': (18.161683807701507, 24.993542214781154, 393.70939966515186), 'extent': 0.34158496732026145, 'axis_major': 54.39846510227249, 'bbox': (16, 0, 360, 21, 51, 408)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 6, 'volume': 756.0, 'centroid': (21.0, 103.52513227513228, 304.14814814814815), 'extent': 0.27155172413793105, 'axis_major': 78.62689581059406, 'bbox': (21, 86, 274, 22, 134, 332)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 7, 'volume': 4255.0, 'centroid': (22.0, 211.4117508813161, 241.0578143360752), 'extent': 0.3398833772665548, 'axis_major': 135.64174381673146, 'bbox': (22, 152, 187, 23, 269, 294)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 8, 'volume': 563.0, 'centroid': (23.0, 147.49200710479573, 129.20959147424512), 'extent': 0.32923976608187133, 'axis_major': 48.69702754654723, 'bbox': (23, 126, 112, 24, 171, 150)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 9, 'volume': 3207.0, 'centroid': (24.88182101652635, 109.10944808231993, 226.53289678827565), 'extent': 0.26200980392156864, 'axis_major': 78.81850691102552, 'bbox': (24, 76, 198, 27, 144, 258)}","{'image': 'B_3_M04_OC_DGM_P+_131123_1.tif', 'label': 10, 'volume': 242745.0, 'centroid': (36.22508393581742, 222.19689385981172, 206.25221528764754), 'extent': 0.19739458180354463, 'axis_major': 287.85650999351077, 'bbox': (27, 62, 84, 42, 381, 341)}",,
"{'image': 'A_4_M04_OC_P+_DGM_011123_1.tif', 'label': 1, 'volume': 852116.0, 'centroid': (14.022512193175578, 193.0259049237428, 196.3964636270179), 'extent': 0.295642640298378, 'axis_major': 340.6967342810833, 'bbox': (4, 3, 0, 25, 378, 366)}",,,,,,,,,,,
"{'image': 'C_1_M04_OC_DGM_P+_151123_1.tif', 'label': 1, 'volume': 82514.0, 'centroid': (2.9709988607993796, 215.49232857454493, 222.33018639261218), 'extent': 0.3467178741606649, 'axis_major': 208.96985677669505, 'bbox': (0, 111, 128, 7, 289, 319)}","{'image': 'C_1_M04_OC_DGM_P+_151123_1.tif', 'label': 2, 'volume': 46005.0, 'centroid': (13.151679165308119, 175.3051624823389, 374.7530485816759), 'extent': 0.438247201714694, 'axis_major': 87.53224674905182, 'bbox': (7, 127, 323, 20, 222, 408)}","{'image': 'C_1_M04_OC_DGM_P+_151123_1.tif', 'label': 3, 'volume': 4509.0, 'centroid': (11.0, 215.30294965624307, 246.2554890219561), 'extent': 0.5060606060606061, 'axis_major': 118.71764237617893, 'bbox': (11, 158, 204, 12, 268, 285)}","{'image': 'C_1_M04_OC_DGM_P+_151123_1.tif', 'label': 4, 'volume': 10950.0, 'centroid': (21.41351598173516, 144.40063926940638, 80.63369863013699), 'extent': 0.4387019230769231, 'axis_major': 93.95314201512271, 'bbox': (20, 96, 50, 24, 192, 115)}","{'image': 'C_1_M04_OC_DGM_P+_151123_1.tif', 'label': 5, 'volume': 205085.0, 'centroid': (35.42183484896506, 179.58069093302777, 219.5679059901992), 'extent': 0.1658845016468335, 'axis_major': 219.0291302342334, 'bbox': (22, 52, 96, 46, 283, 319)}",,,,,,,
"{'image': 'C_1_M04_OC_L4_P+_151123_1.tif', 'label': 1, 'volume': 134301.0, 'centroid': (9.851758363675625, 195.82039597620272, 202.56332417480138), 'extent': 0.2355166245791246, 'axis_major': 129.80283900074744, 'bbox': (0, 114, 118, 22, 276, 278)}","{'image': 'C_1_M04_OC_L4_P+_151123_1.tif', 'label': 2, 'volume': 122.0, 'centroid': (18.0, 284.6475409836066, 211.48360655737704), 'extent': 0.32105263157894737, 'axis_major': 32.41696757129636, 'bbox': (18, 276, 202, 19, 296, 221)}","{'image': 'C_1_M04_OC_L4_P+_151123_1.tif', 'label': 3, 'volume': 141.0, 'centroid': (22.0, 380.87943262411346, 302.1063829787234), 'extent': 0.4577922077922078, 'axis_major': 23.255076279207127, 'bbox': (22, 371, 295, 23, 393, 309)}","{'image': 'C_1_M04_OC_L4_P+_151123_1.tif', 'label': 4, 'volume': 134.0, 'centroid': (23.0, 72.31343283582089, 209.61940298507463), 'extent': 0.3850574712643678, 'axis_major': 31.267649926935633, 'bbox': (23, 58, 204, 24, 87, 216)}","{'image': 'C_1_M04_OC_L4_P+_151123_1.tif', 'label': 5, 'volume': 3034.0, 'centroid': (24.620962425840474, 188.32432432432432, 198.64502307185234), 'extent': 0.3918884009299923, 'axis_major': 97.8570433936665, 'bbox': (24, 167, 155, 26, 216, 234)}",,,,,,,
"{'image': 'F_1_M04_OC_CA1_P+_231123_1.tif', 'label': 1, 'volume': 311841.0, 'centroid': (14.555350322760638, 233.4937227625617, 182.9046020247498), 'extent': 0.2422634280040833, 'axis_major': 163.55813276962905, 'bbox': (0, 131, 82, 33, 328, 280)}",,,,,,,,,,,
"{'image': 'B_4_M04_OC_L4_P+_131123_1.tif', 'label': 1, 'volume': 761929.0, 'centroid': (16.743329102842917, 152.8722689384444, 188.40236819966165), 'extent': 0.21873285607615828, 'axis_major': 310.8340113545686, 'bbox': (0, 14, 3, 31, 327, 362)}",,,,,,,,,,,
